Role,Seed,VTR,mean_IntVal,Hist_-1_-0.9,Hist_-0.9_-0.8,Hist_-0.8_-0.7,Hist_-0.7_-0.6,Hist_-0.6_-0.5,Hist_-0.5_-0.4,Hist_-0.4_-0.3,Hist_-0.3_-0.2,Hist_-0.2_-0.1,Hist_-0.1_0,Hist_0_0.1,Hist_0.1_0.2,Hist_0.2_0.3,Hist_0.3_0.4,Hist_0.4_0.5,Hist_0.5_0.6,Hist_0.6_0.7,Hist_0.7_0.8,Hist_0.8_0.9,Hist_0.9_1
S,19.0,0.3,0.383943,0,0,0,0,0,0,0,0,0,0,0,0,18,49,52,11,0,0,0,0
S,20.0,0.7,0.300286,0,0,0,0,0,0,0,0,0,0,0,2,159,151,6,0,0,0,0,0
H,18.0,0.0,-0.497456,0,0,0,10,179,205,6,0,0,0,0,0,0,0,0,0,0,0,0,0
H,18.0,1.0,0.674575,0,0,0,0,0,0,0,0,0,0,0,0,2,14,73,44,70,65,125,7
H,4.0,0.1,-0.503384,0,0,0,25,199,152,24,0,0,0,0,0,0,0,0,0,0,0,0,0
H,5.0,0.5,0.297281,0,0,0,0,0,0,0,0,0,0,0,45,188,124,25,18,0,0,0,0
S,19.0,0.0,-0.974092,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,8.0,0.5,0.347907,0,0,0,0,0,0,0,0,0,0,0,3,44,185,30,0,0,0,0,0
S,1.0,0.9,0.38393,0,0,0,0,0,0,0,0,0,0,0,4,96,102,103,56,6,0,0,0
H,7.0,0.2,0.852178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,48,49,76,204
S,16.0,0.7,0.317648,0,0,0,0,0,0,0,0,0,0,0,1,126,121,27,11,0,0,0,0
H,6.0,0.7,0.776503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,89,155,93,55
H,13.0,0.1,-0.517251,0,0,2,42,180,167,9,0,0,0,0,0,0,0,0,0,0,0,0,0
S,6.0,0.1,-0.97697,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,16.0,0.4,0.33743,0,0,0,0,0,0,0,0,0,0,3,32,128,125,83,23,6,0,0,0
H,2.0,0.2,0.77874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,93,130,108,56
H,6.0,0.8,0.645762,0,0,0,0,0,0,0,0,0,0,0,21,75,25,4,1,38,92,71,73
H,11.0,0.5,0.697669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,171,199,5,0
H,19.0,0.8,0.39129,0,0,0,0,0,0,0,0,0,0,27,59,49,98,20,73,64,9,1,0
H,18.0,0.5,0.7018,0,0,0,0,0,0,0,0,0,0,0,0,8,8,21,65,79,96,99,24
H,10.0,0.5,0.47807,0,0,0,0,0,0,0,0,0,0,0,8,12,76,142,96,53,13,0,0
S,15.0,0.6,0.312303,0,0,0,0,0,0,0,0,0,0,0,0,125,125,20,0,0,0,0,0
H,10.0,0.8,0.582136,0,0,0,0,0,0,0,0,0,0,0,0,7,35,61,81,142,73,1,0
S,6.0,0.4,0.278512,0,0,0,0,0,0,0,0,0,0,0,9,138,76,0,0,0,0,0,0
S,15.0,0.8,0.423536,0,0,0,0,0,0,0,0,0,0,0,0,24,76,192,38,1,0,0,0
S,9.0,0.9,0.374758,0,0,0,0,0,0,0,0,0,0,0,0,67,169,102,30,0,0,0,0
H,12.0,1.0,0.762478,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,44,89,46,85,108
H,4.0,0.9,0.675267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,64,194,51,66,7
S,13.0,0.5,0.288913,0,0,0,0,0,0,0,0,0,0,0,2,124,100,0,0,0,0,0,0
H,1.0,0.9,0.583762,0,0,0,0,0,0,0,0,0,0,0,0,8,13,67,158,99,29,12,14
S,7.0,0.9,0.327392,0,0,0,0,0,0,0,0,0,0,0,0,107,237,24,0,0,0,0,0
H,2.0,0.6,0.524384,0,0,0,0,0,0,0,0,0,0,0,8,121,69,10,36,31,19,58,48
H,18.0,0.9,0.881067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,60,131,200
S,10.0,0.0,-0.967087,183,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,13.0,0.3,0.548271,0,0,0,0,0,0,0,0,0,0,0,0,0,18,176,116,30,17,34,9
S,12.0,0.4,0.296352,0,0,0,0,0,0,0,0,0,0,0,5,104,105,6,0,0,0,0,0
S,9.0,0.6,0.38952,0,0,0,0,0,0,0,0,0,0,0,0,20,129,74,19,7,0,0,0
H,13.0,0.0,-0.488519,0,0,0,1,158,233,8,0,0,0,0,0,0,0,0,0,0,0,0,0
H,15.0,0.2,0.86761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,96,146,153
S,16.0,0.3,0.290932,0,0,0,0,0,0,0,0,0,0,0,5,100,74,4,0,0,0,0,0
S,16.0,0.5,0.292149,0,0,0,0,0,0,0,0,0,0,0,3,109,90,5,0,0,0,0,0
H,20.0,0.6,0.695835,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,73,136,113,50,18
H,8.0,0.3,0.494489,0,0,0,0,0,0,0,0,0,0,0,10,51,94,46,47,100,39,13,0
S,20.0,1.0,0.509091,0,0,0,0,0,0,0,0,0,0,0,0,0,38,112,218,26,6,0,0
H,9.0,0.0,-0.500464,0,0,0,13,203,159,25,0,0,0,0,0,0,0,0,0,0,0,0,0
S,3.0,0.0,-0.975195,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,7.0,0.0,-0.499098,0,0,0,29,155,184,32,0,0,0,0,0,0,0,0,0,0,0,0,0
H,16.0,0.6,0.338683,0,0,0,0,0,0,0,0,0,0,0,55,137,89,43,70,6,0,0,0
H,10.0,1.0,0.801495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,57,79,159,77
H,3.0,0.6,0.846229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,139,101,141
H,17.0,0.8,0.34507,0,0,0,0,0,0,0,0,0,0,4,29,102,141,90,34,0,0,0,0
H,1.0,0.7,0.463234,0,0,0,0,0,0,0,0,0,0,0,6,49,46,136,129,32,2,0,0
S,2.0,0.2,0.254154,0,0,0,0,0,0,0,0,0,0,0,3,148,12,0,0,0,0,0,0
S,5.0,0.2,0.27332,0,0,0,0,0,0,0,0,0,0,0,0,81,32,0,0,0,0,0,0
S,4.0,0.5,0.273525,0,0,0,0,0,0,0,0,0,0,0,2,197,57,0,0,0,0,0,0
H,10.0,0.1,-0.492339,0,0,0,9,172,195,24,0,0,0,0,0,0,0,0,0,0,0,0,0
H,2.0,0.5,0.903414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,28,127,237
S,17.0,1.0,0.458613,0,0,0,0,0,0,0,0,0,0,0,0,4,109,169,86,32,0,0,0
S,4.0,0.3,0.269778,0,0,0,0,0,0,0,0,0,0,0,5,129,42,0,0,0,0,0,0
S,7.0,0.7,0.301219,0,0,0,0,0,0,0,0,0,0,0,9,141,129,25,0,0,0,0,0
S,16.0,0.6,0.357966,0,0,0,0,0,0,0,0,0,0,0,4,46,124,63,7,0,0,0,0
S,14.0,0.0,-0.978391,187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,11.0,0.2,0.281413,0,0,0,0,0,0,0,0,0,0,0,4,67,37,0,0,0,0,0,0
S,4.0,0.4,0.260583,0,0,0,0,0,0,0,0,0,0,0,4,196,23,0,0,0,0,0,0
S,20.0,0.5,0.321114,0,0,0,0,0,0,0,0,0,0,0,1,77,120,13,0,0,0,0,0
H,11.0,0.3,0.734579,0,0,0,0,0,0,0,0,0,0,0,0,0,15,45,30,64,64,101,81
S,9.0,0.0,-0.976556,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,6.0,0.0,-0.980983,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,9.0,0.1,-0.968967,212,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,13.0,0.0,-0.978248,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,14.0,0.2,0.23011,0,0,0,0,0,0,0,0,0,2,147,78,29,32,63,48,1,0,0,0
S,10.0,0.2,0.250457,0,0,0,0,0,0,0,0,0,0,0,4,127,9,0,0,0,0,0,0
H,16.0,0.8,0.604837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,182,155,45,0,0
H,20.0,0.5,0.277617,0,0,0,0,0,0,0,0,0,0,27,81,101,128,61,2,0,0,0,0
H,11.0,0.8,0.789318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,80,109,153,49
H,15.0,0.3,0.339596,0,0,0,0,0,0,0,0,0,0,1,36,128,127,76,32,0,0,0,0
S,9.0,0.5,0.359021,0,0,0,0,0,0,0,0,0,0,0,0,68,76,56,10,0,0,0,0
H,20.0,0.7,0.725301,0,0,0,0,0,0,0,0,0,0,1,13,19,20,4,0,17,165,128,33
H,17.0,0.5,0.679639,0,0,0,0,0,0,0,0,0,0,0,0,11,25,0,25,138,148,51,2
S,5.0,0.7,0.303133,0,0,0,0,0,0,0,0,0,0,0,3,130,140,20,0,0,0,0,0
H,20.0,0.4,0.85911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,61,52,101,182
H,4.0,0.5,0.808723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,67,103,150,77
S,1.0,0.7,0.357608,0,0,0,0,0,0,0,0,0,0,0,0,38,163,68,2,0,0,0,0
H,10.0,0.0,-0.47773,0,0,0,7,144,192,57,0,0,0,0,0,0,0,0,0,0,0,0,0
H,12.0,0.4,0.90027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,122,223
H,19.0,0.2,-0.497694,0,0,0,37,157,175,31,0,0,0,0,0,0,0,0,0,0,0,0,0
H,17.0,0.4,0.366486,0,0,0,0,0,0,0,0,0,0,20,44,76,57,117,84,2,0,0,0
S,10.0,0.6,0.291243,0,0,0,0,0,0,0,0,0,0,0,15,157,53,17,18,0,0,0,0
H,8.0,0.8,0.575288,0,0,0,0,0,0,0,0,0,0,0,29,63,5,46,62,63,34,56,42
H,12.0,0.2,0.909584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,163,226
S,13.0,1.0,0.649266,0,0,0,0,0,0,0,0,0,0,0,0,2,20,101,75,56,42,35,69
S,14.0,0.5,0.288251,0,0,0,0,0,0,0,0,0,0,0,1,124,101,0,0,0,0,0,0
H,12.0,0.5,0.540609,0,0,0,0,0,0,0,0,0,0,0,4,87,79,61,6,55,15,15,78
S,14.0,0.6,0.268073,0,0,0,0,0,0,0,0,0,0,0,7,217,52,0,0,0,0,0,0
H,18.0,0.1,-0.473993,0,0,0,12,124,204,60,0,0,0,0,0,0,0,0,0,0,0,0,0
S,11.0,0.6,0.295025,0,0,0,0,0,0,0,0,0,0,0,1,148,108,4,0,0,0,0,0
S,15.0,0.1,-0.977048,230,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,3.0,0.1,-0.96562,190,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,9.0,0.1,-0.506047,0,0,1,54,166,138,36,5,0,0,0,0,0,0,0,0,0,0,0,0
S,12.0,0.8,0.338222,0,0,0,0,0,0,0,0,0,0,0,0,57,235,36,1,3,0,0,0
S,3.0,0.7,0.316554,0,0,0,0,0,0,0,0,0,0,0,0,151,125,37,1,0,0,0,0
S,2.0,0.4,0.273459,0,0,0,0,0,0,0,0,0,0,0,1,132,41,0,0,0,0,0,0
H,14.0,0.6,0.753057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,123,61,83,83
S,13.0,0.7,0.317565,0,0,0,0,0,0,0,0,0,0,0,4,145,115,51,0,0,0,0,0
S,18.0,0.9,0.37695,0,0,0,0,0,0,0,0,0,0,0,2,64,153,107,32,2,0,0,0
H,18.0,0.3,0.197814,0,0,0,0,0,0,0,0,0,0,25,190,163,22,0,0,0,0,0,0
S,5.0,0.9,0.382671,0,0,0,0,0,0,0,0,0,0,0,2,94,96,140,38,0,0,0,0
H,13.0,0.9,0.291267,0,0,0,0,0,0,0,0,0,0,17,124,75,77,75,32,0,0,0,0
S,8.0,0.8,0.461724,0,0,0,0,0,0,0,0,0,0,0,0,20,99,98,70,32,13,3,0
H,15.0,0.5,0.642271,0,0,0,0,0,0,0,0,0,0,1,44,84,36,0,0,0,7,71,157
S,8.0,0.7,0.291294,0,0,0,0,0,0,0,0,0,0,0,2,168,101,11,0,0,0,0,0
H,6.0,0.6,0.920414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,97,273
H,15.0,0.7,0.432698,0,0,0,0,0,0,0,0,0,0,0,20,85,117,77,22,22,21,35,1
H,3.0,1.0,0.582486,0,0,0,0,0,0,0,0,0,0,4,63,20,26,48,37,30,58,50,64
H,1.0,0.2,0.306683,0,0,0,0,0,0,0,0,0,8,89,73,30,49,69,22,57,3,0,0
S,19.0,0.9,0.408402,0,0,0,0,0,0,0,0,0,0,0,3,62,93,128,74,2,0,0,0
H,7.0,0.6,0.388448,0,0,0,0,0,0,0,0,0,0,0,16,79,115,126,61,3,0,0,0
S,13.0,0.6,0.282764,0,0,0,0,0,0,0,0,0,0,0,5,146,76,3,0,0,0,0,0
H,5.0,0.1,-0.475332,0,0,0,4,136,208,51,1,0,0,0,0,0,0,0,0,0,0,0,0
S,20.0,0.4,0.31383,0,0,0,0,0,0,0,0,0,0,0,4,92,101,25,0,0,0,0,0
S,19.0,0.1,-0.968286,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,8.0,0.9,0.690389,0,0,0,0,0,0,0,0,0,0,15,10,36,18,42,38,3,16,60,162
H,20.0,0.9,0.597851,0,0,0,0,0,0,0,0,0,0,0,0,11,43,33,59,172,71,11,0
S,5.0,0.6,0.274094,0,0,0,0,0,0,0,0,0,0,0,5,185,63,1,0,0,0,0,0
H,16.0,0.3,0.706131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,80,87,142,79,6
H,14.0,0.9,0.770063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,109,94,98,68
S,9.0,1.0,0.869311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,19,61,57,230
S,4.0,0.8,0.337056,0,0,0,0,0,0,0,0,0,0,0,0,109,170,51,4,0,0,0,0
S,15.0,0.5,0.315096,0,0,0,0,0,0,0,0,0,0,0,3,76,143,5,0,0,0,0,0
S,1.0,0.1,-0.96623,193,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,17.0,1.0,0.686356,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61,108,58,46,65,61
H,10.0,0.7,0.236535,0,0,0,0,0,0,0,0,0,0,63,107,108,78,39,5,0,0,0,0
S,14.0,0.3,0.257825,0,0,0,0,0,0,0,0,0,0,0,4,131,20,0,0,0,0,0,0
H,3.0,0.2,0.856105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,73,111,178
S,19.0,0.5,0.243447,0,0,0,0,0,0,0,0,0,0,0,18,215,11,0,0,0,0,0,0
H,5.0,0.6,0.54116,0,0,0,0,0,0,0,0,0,0,0,1,51,124,33,37,40,37,25,52
S,6.0,1.0,0.788334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,128,33,91,119
H,3.0,0.8,0.490545,0,0,0,0,0,0,0,0,0,0,0,0,2,70,128,166,27,7,0,0
S,20.0,0.0,-0.981274,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,9.0,0.3,0.698868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,84,136,36,81,41
H,3.0,0.4,0.752911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,57,86,85,75,87
S,12.0,0.7,0.349742,0,0,0,0,0,0,0,0,0,0,0,0,93,125,63,12,0,0,0,0
S,18.0,0.4,0.313632,0,0,0,0,0,0,0,0,0,0,0,2,62,92,9,1,0,0,0,0
H,1.0,0.6,0.791723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,86,37,52,159
H,3.0,0.3,0.553655,0,0,0,0,0,0,0,0,0,0,11,66,99,17,16,4,0,5,75,107
H,16.0,0.5,0.416644,0,0,0,0,0,0,0,0,0,0,0,0,23,155,152,63,7,0,0,0
S,18.0,0.3,0.253678,0,0,0,0,0,0,0,0,0,0,0,1,108,22,0,0,0,0,0,0
S,20.0,0.9,0.446589,0,0,0,0,0,0,0,0,0,0,0,1,18,101,134,83,21,0,0,0
S,8.0,0.9,0.420625,0,0,0,0,0,0,0,0,0,0,0,0,10,115,212,32,1,0,0,0
S,2.0,0.7,0.373101,0,0,0,0,0,0,0,0,0,0,0,0,73,99,125,9,0,0,0,0
H,17.0,0.6,0.531774,0,0,0,0,0,0,0,0,0,0,2,45,58,92,21,22,30,35,3,92
H,12.0,0.8,0.428159,0,0,0,0,0,0,0,0,0,0,8,6,56,126,73,71,53,7,0,0
S,17.0,0.6,0.346022,0,0,0,0,0,0,0,0,0,0,0,2,51,191,27,0,0,0,0,0
H,19.0,0.4,0.677514,0,0,0,0,0,0,0,0,0,0,0,8,0,6,70,85,20,49,133,29
S,16.0,1.0,0.61833,0,0,0,0,0,0,0,0,0,0,0,0,0,28,73,103,50,96,50,0
S,12.0,0.6,0.335564,0,0,0,0,0,0,0,0,0,0,0,0,119,74,72,3,0,0,0,0
H,1.0,0.5,0.55616,0,0,0,0,0,0,0,0,0,0,0,0,12,79,89,44,62,90,24,0
S,19.0,0.6,0.486732,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156,89,0,0,0,0
H,14.0,1.0,0.463735,0,0,0,0,0,0,0,0,0,0,0,7,32,117,142,30,21,24,24,3
S,10.0,0.4,0.270104,0,0,0,0,0,0,0,0,0,0,0,10,151,52,0,0,0,0,0,0
S,16.0,0.9,0.386006,0,0,0,0,0,0,0,0,0,0,0,1,100,103,64,83,1,0,0,0
H,8.0,0.0,-0.498777,0,0,0,26,158,197,19,0,0,0,0,0,0,0,0,0,0,0,0,0
H,16.0,0.9,0.623104,0,0,0,0,0,0,0,0,0,0,1,24,4,28,53,95,43,57,37,58
H,8.0,1.0,0.563271,0,0,0,0,0,0,0,0,0,0,4,2,25,40,70,56,109,82,12,0
S,15.0,0.7,0.363021,0,0,0,0,0,0,0,0,0,0,0,0,53,147,78,5,0,0,0,0
S,3.0,0.5,0.259784,0,0,0,0,0,0,0,0,0,0,0,10,188,36,7,0,0,0,0,0
S,12.0,0.5,0.291905,0,0,0,0,0,0,0,0,0,0,0,2,131,103,0,0,0,0,0,0
H,8.0,0.1,-0.477138,0,0,0,12,143,193,52,0,0,0,0,0,0,0,0,0,0,0,0,0
S,19.0,0.2,-0.965817,230,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,9.0,0.4,0.16503,0,0,0,0,0,0,0,0,0,3,79,179,124,15,0,0,0,0,0,0
S,10.0,0.1,-0.966464,204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,2.0,1.0,0.591485,0,0,0,0,0,0,0,0,0,0,0,0,0,30,44,119,147,59,1,0
H,16.0,1.0,0.691787,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,126,56,61,105,25
H,1.0,0.8,0.549173,0,0,0,0,0,0,0,0,0,0,0,6,31,68,98,60,36,33,32,36
H,8.0,0.7,0.417309,0,0,0,0,0,0,0,0,0,0,0,1,75,110,98,93,23,0,0,0
H,12.0,0.1,-0.503218,0,0,2,29,196,129,44,0,0,0,0,0,0,0,0,0,0,0,0,0
S,4.0,0.9,0.347777,0,0,0,0,0,0,0,0,0,0,0,2,120,133,93,12,0,0,0,0
S,3.0,0.2,0.278497,0,0,0,0,0,0,0,0,0,0,0,5,100,57,0,0,0,0,0,0
H,4.0,0.3,0.571349,0,0,0,0,0,0,0,0,0,0,0,0,0,23,50,201,74,49,3,0
H,6.0,0.5,0.801219,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,9,27,80,169,85
S,19.0,0.8,0.362335,0,0,0,0,0,0,0,0,0,0,0,1,96,119,101,15,0,0,0,0
H,1.0,0.0,-0.496966,0,0,0,29,144,212,15,0,0,0,0,0,0,0,0,0,0,0,0,0
H,15.0,0.4,0.808753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,54,105,159,74
H,18.0,0.7,0.335576,0,0,0,0,0,0,0,0,0,1,84,103,93,12,2,3,20,9,57,16
S,17.0,0.8,0.492176,0,0,0,0,0,0,0,0,0,0,0,0,25,78,63,92,38,37,0,0
H,8.0,0.4,0.534533,0,0,0,0,0,0,0,0,0,0,0,0,37,89,75,62,39,31,61,6
H,14.0,0.5,0.368845,0,0,0,0,0,0,0,0,0,4,39,33,85,162,9,5,5,0,21,37
S,17.0,0.1,-0.976224,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H,7.0,0.9,0.641683,0,0,0,0,0,0,0,0,0,0,0,0,5,18,108,98,14,11,93,53
H,12.0,0.3,0.429805,0,0,0,0,0,0,0,0,0,0,3,47,31,28,141,132,18,0,0,0
S,20.0,0.3,0.332847,0,0,0,0,0,0,0,0,0,0,0,2,45,81,17,0,0,0,0,0
H,7.0,1.0,0.846764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,69,32,82,199
S,13.0,0.3,0.258948,0,0,0,0,0,0,0,0,0,0,0,8,148,23,0,0,0,0,0,0
H,5.0,0.7,0.407995,0,0,0,0,0,0,0,0,0,0,0,0,51,138,138,73,0,0,0,0
H,20.0,0.3,0.369482,0,0,0,0,0,0,0,0,0,0,0,2,53,207,130,8,0,0,0,0
S,11.0,0.3,0.293599,0,0,0,0,0,0,0,0,0,0,0,3,96,76,11,0,0,0,0,0
H,6.0,0.0,-0.500325,0,0,1,23,180,160,35,1,0,0,0,0,0,0,0,0,0,0,0,0
H,1.0,1.0,0.46764,0,0,0,0,0,0,0,0,0,0,0,12,31,82,98,123,44,8,2,0
H,17.0,0.2,0.372426,0,0,0,0,0,0,0,0,0,0,3,81,89,62,36,90,24,15,0,0
H,9.0,0.7,0.456962,0,0,0,0,0,0,0,0,0,1,21,30,61,3,69,94,118,3,0,0
S,6.0,0.3,0.317587,0,0,0,0,0,0,0,0,0,0,0,3,74,75,30,0,0,0,0,0
H,6.0,0.2,0.690346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,80,122,151,38,7
S,5.0,0.1,-0.97082,217,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S,1.0,0.8,0.337332,0,0,0,0,0,0,0,0,0,0,0,3,112,123,74,4,0,0,0,0
S,18.0,0.6,0.292615,0,0,0,0,0,0,0,0,0,0,0,4,144,112,2,0,0,0,0,0
H,19.0,0.9,0.601314,0,0,0,0,0,0,0,0,0,0,0,72,43,25,10,24,35,34,77,80
H,5.0,0.3,0.787491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,171,104,56
S,13.0,0.4,0.278064,0,0,0,0,0,0,0,0,0,0,0,10,114,67,2,0,0,0,0,0
S,2.0,0.8,0.550039,0,0,0,0,0,0,0,0,0,0,0,1,19,47,44,100,58,19,25,1
H,8.0,0.2,0.838611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,77,132,139
S,1.0,0.2,0.262914,0,0,0,0,0,0,0,0,0,0,0,0,92,15,0,0,0,0,0,0
H,13.0,0.5,0.486376,0,0,0,0,0,0,0,0,0,0,0,12,36,42,79,170,59,2,0,0
H,12.0,0.9,0.801483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,43,57,52,131,111
H,18.0,0.8,0.883646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,98,98,197
H,2.0,0.1,-0.488653,0,0,0,25,157,175,42,1,0,0,0,0,0,0,0,0,0,0,0,0
H,2.0,0.9,0.603872,0,0,0,0,0,0,0,0,0,0,0,0,4,82,42,81,41,73,60,17
H,16.0,0.2,0.323876,0,0,0,0,0,0,0,0,0,3,122,74,54,29,30,0,0,8,60,20
H,5.0,0.9,0.617233,0,0,0,0,0,0,0,0,0,0,0,0,2,23,62,75,111,101,26,0
H,15.0,0.0,-0.491312,0,0,0,9,184,167,38,2,0,0,0,0,0,0,0,0,0,0,0,0
S,3.0,0.4,0.301841,0,0,0,0,0,0,0,0,0,0,0,1,121,71,14,0,0,0,0,0
H,9.0,0.5,0.269608,0,0,0,0,0,0,0,0,0,0,67,54,99,103,70,7,0,0,0,0
S,19.0,0.4,0.299328,0,0,0,0,0,0,0,0,0,0,0,1,99,106,0,0,0,0,0,0
S,7.0,0.4,0.300881,0,0,0,0,0,0,0,0,0,0,0,0,107,95,1,0,0,0,0,0
